volcano_number,volcano_name,eruption_number,vei,start_year,latitude,longitude,primary_volcano_type,last_eruption_year,elevation,tectonic_settings,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
266030,Soputan,22293,3,2018,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,22105,3,2016,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,20988,3,2015,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,20821,3,2012,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,20820,3,2011,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16439,3,2008,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16438,3,2007,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16434,1,2006,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16433,1,2005,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16437,2,2005,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16436,3,2004,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16435,2,2000,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16432,2,1991,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16431,2,1989,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16430,2,1985,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16429,3,1984,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16428,3,1982,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16427,2,1973,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16426,1,1971,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13598,2,1970,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13597,1,1968,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13596,3,1966,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13595,2,1953,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13594,2,1947,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13593,2,1923,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13592,2,1917,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13591,2,1915,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13590,2,1913,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13589,2,1911,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13588,2,1910,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13587,2,1908,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13586,2,1907,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13585,2,1906,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13584,2,1901,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13460,2,1890,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16425,2,1845,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,15830,2,1833,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,13726,2,1819,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16303,2,1785,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
266030,Soputan,16302,3,1450,1.112,124.737,Stratovolcano,2020,1785,Subduction zone / Continental crust (>25 km),4724,69991,501336,1696768
233020,"Fournaise, Piton de la",22261,0,2018,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",22224,0,2017,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",22184,0,2017,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",22145,0,2016,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",22144,0,2016,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",20982,0,2015,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",20919,0,2014,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14392,1,2010,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14391,1,2009,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14390,1,2008,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14389,1,2006,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14388,0,2005,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14386,0,2005,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14385,0,2004,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14384,1,2003,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14383,2,2002,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14382,1,2002,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14381,1,2001,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14380,1,2001,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14379,1,2000,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14378,1,2000,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14377,1,1999,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14376,1,1998,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14375,1,1992,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14374,0,1991,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14373,0,1990,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14372,1,1985,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14371,2,1983,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14370,2,1981,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14369,1,1979,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14368,1,1977,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14367,0,1977,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14366,1,1976,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14365,1,1975,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14364,2,1973,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14363,2,1972,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14362,2,1966,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14361,2,1964,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14360,2,1964,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14359,2,1963,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14358,0,1961,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14357,2,1960,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14356,2,1959,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14355,2,1958,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14354,2,1957,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14353,2,1955,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14351,2,1953,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14350,2,1952,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14349,1,1951,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14348,0,1951,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14347,2,1950,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14346,2,1950,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14345,2,1949,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14344,2,1948,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14343,2,1947,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14342,2,1946,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14341,2,1945,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14340,2,1944,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14339,2,1943,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14338,2,1942,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14337,1,1941,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14336,2,1938,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14335,1,1938,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14334,2,1937,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14333,0,1936,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14332,2,1935,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14331,2,1933,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14329,2,1931,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14328,0,1930,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14327,2,1929,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14326,2,1926,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14325,2,1925,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14324,2,1924,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14323,0,1924,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14322,2,1921,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14321,0,1920,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14320,0,1917,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14319,2,1915,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14317,2,1913,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14316,2,1910,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14315,2,1909,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14314,0,1908,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14313,0,1907,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14312,2,1905,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14311,2,1904,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14310,0,1903,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14309,2,1902,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14308,2,1901,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14307,2,1901,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14306,0,1900,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14305,2,1899,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14304,2,1898,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14303,2,1898,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14302,0,1897,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14301,2,1894,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14300,2,1890,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14299,2,1889,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14298,0,1884,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14297,0,1882,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14296,0,1878,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14294,0,1875,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14293,2,1874,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14291,0,1872,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14290,0,1871,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14289,0,1870,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14288,2,1869,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14287,0,1868,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14286,2,1865,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14285,0,1863,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14284,2,1861,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14283,2,1860,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14282,2,1859,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14281,2,1858,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14280,0,1852,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14279,0,1851,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14278,0,1850,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14277,0,1849,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14276,0,1848,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14275,0,1847,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14274,0,1846,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14273,0,1845,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14272,2,1844,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14271,2,1844,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14167,0,1843,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14166,0,1842,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14270,0,1832,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14269,0,1830,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14268,0,1824,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14267,0,1824,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14266,2,1821,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14265,2,1820,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14264,0,1817,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14263,0,1816,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14262,2,1815,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14261,2,1815,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14260,2,1814,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14259,2,1813,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14258,2,1812,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14257,2,1810,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14256,2,1809,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14255,2,1807,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14254,2,1802,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14253,2,1801,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14252,0,1800,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14251,0,1797,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14249,0,1794,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14248,0,1792,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
233020,"Fournaise, Piton de la",14247,2,1791,-21.244,55.708,Shield,2020,2632,Intraplate / Oceanic crust (< 15 km),55859,55859,246792,717820
